Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,01/02/2026,"APPLE.COM/BILL 866-712-7753 CA               01/02",-10.69,DEBIT_CARD,24119.41,,
DEBIT,01/02/2026,"DUNKIN #356242 412-321-0313 PA               01/01",-49.46,DEBIT_CARD,24130.10,,
DEBIT,01/02/2026,"NON-CHASE ATM WITHDRAW               344089  01/01160 MILLE",-403.50,ATM,24179.56,,
DEBIT,01/02/2026,"APPLECARD GSBANK PAYMENT    466580          WEB ID: 9999999999",-859.42,ACH_DEBIT,24583.06,,
DEBIT,01/02/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            12/31",-185.07,DEBIT_CARD,25442.48,,
DEBIT,01/02/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               12/31",-60.00,DEBIT_CARD,25627.55,,
DEBIT,01/02/2026,"WM.COM 866-909-4458 TX                       12/31",-225.65,DEBIT_CARD,25687.55,,
DEBIT,01/02/2026,"SP GRP SITE GENUINEREPLAC IL                 12/31",-555.79,DEBIT_CARD,25913.20,,
CREDIT,01/02/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",3871.91,ACH_CREDIT,26468.99,,
DEBIT,12/31/2025,"DOMESTIC INCOMING WIRE FEE",-15.00,FEE_TRANSACTION,22597.08,,
DEBIT,12/31/2025,"Online Transfer to CHK ...0459 transaction#: 27529652842 12/31",-500.00,ACCT_XFER,22612.08,,
DEBIT,12/31/2025,"Online Transfer to SAV ...9301 transaction#: 27529630662 12/31",-4000.00,ACCT_XFER,23112.08,,
DEBIT,12/31/2025,"FirstEnergy      OPCO-ACH                   PPD ID: 1341968288",-502.84,ACH_DEBIT,27112.08,,
DEBIT,12/31/2025,"Kindle Svcs*CK3W51O93 888-802-3080 WA        12/31",-15.89,DEBIT_CARD,27614.92,,
DEBIT,12/31/2025,"Kindle Svcs*RL8S51HE3 888-802-3080 WA        12/31",-14.83,DEBIT_CARD,27630.81,,
DEBIT,12/31/2025,"Kindle Svcs*V21ID7KL3 888-802-3080 WA        12/31",-9.53,DEBIT_CARD,27645.64,,
DEBIT,12/31/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/30",-33.00,DEBIT_CARD,27655.17,,
DEBIT,12/31/2025,"APPLE.COM/BILL 866-712-7753 CA               12/30",-10.69,DEBIT_CARD,27688.17,,
DEBIT,12/31/2025,"CANON HILL VETERINARY 724-7460128 PA         12/30",-300.00,DEBIT_CARD,27698.86,,
CREDIT,12/31/2025,"Online Transfer from CHK ...0459 transaction#: 27526741198",66.00,ACCT_XFER,27998.86,,
CREDIT,12/31/2025,"Online Transfer from CHK ...0459 transaction#: 27526717181",141.32,ACCT_XFER,27932.86,,
CREDIT,12/31/2025,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./121000248 B/O: 1/ADAM BURSEY 3/US/BRIDGEVILLE,15017 2079,PA REF: CHASE NYC/CTR/BNF=ANN BURSEY OR ADAM DREW BURSEY BRIDGEVILLE PA 15017- 2079 US/AC-000009760616 RFB=NOTPROV IDED BBI=/CHGS/USD0,00/CHGS/USD0,00/ACC/9 76061674765 1/ADAM BURSEY 2/CELEBRA TION CIRCLE,1 IMAD: 1231I1B7032R012502 TRN: 0750561365FF",22308.64,WIRE_INCOMING,27791.54,,
DEBIT,12/30/2025,"APPLE.COM/BILL 866-712-7753 CA               12/30",-39.73,DEBIT_CARD,5482.90,,
DEBIT,12/30/2025,"Online Payment 27172616709 To Northwest 12/30",-200.00,BILLPAY,5522.63,,
DEBIT,12/30/2025,"APPLE.COM/BILL 866-712-7753 CA               12/30",-5.34,DEBIT_CARD,5722.63,,
DEBIT,12/30/2025,"APPLE.COM/BILL 866-712-7753 CA               12/30",-29.99,DEBIT_CARD,5727.97,,
DEBIT,12/30/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/29",-33.00,DEBIT_CARD,5757.96,,
DEBIT,12/30/2025,"WM_USA SOUTH HILLS LAN SOUTH PARK PA         12/29",-183.60,DEBIT_CARD,5790.96,,
DEBIT,12/30/2025,"BJS WHOLESALE #388 BRIDGEVILLE PA            12/29",-51.61,DEBIT_CARD,5974.56,,
DEBIT,12/30/2025,"McDonalds 6822 BRIDGEVILLE PA                12/29",-41.15,DEBIT_CARD,6026.17,,
CREDIT,12/30/2025,"Online Transfer from SAV ...9301 transaction#: 27512014144",4000.00,ACCT_XFER,6067.32,,
DEBIT,12/29/2025,"Kindle Svcs*AC8ZP1NC3 888-802-3080 WA        12/29",-11.83,DEBIT_CARD,2067.32,,
DEBIT,12/29/2025,"Kindle Svcs*7J8BF6ZY3 888-802-3080 WA        12/29",-7.41,DEBIT_CARD,2079.15,,
DEBIT,12/29/2025,"BJ'SRESTAURANTS MOBIL 714-500-2400 CA        12/29",-82.47,DEBIT_CARD,2086.56,,
DEBIT,12/29/2025,"APPLE.COM/BILL 866-712-7753 CA               12/28",-8.55,DEBIT_CARD,2169.03,,
DEBIT,12/29/2025,"APPLE.COM/BILL 866-712-7753 CA               12/27",-12.83,DEBIT_CARD,2177.58,,
DEBIT,12/29/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/26",-33.00,DEBIT_CARD,2190.41,,
DEBIT,12/29/2025,"LOWES #02417* CARNEGIE PA                    12/26",-66.00,DEBIT_CARD,2223.41,,
DEBIT,12/29/2025,"GOOGLE *Google One 855-836-3987 CA           12/27",-26.74,DEBIT_CARD,2289.41,,
DEBIT,12/29/2025,"Amazon.com*QM1HM7SM3 Amzn.com/bill WA        12/26",-180.19,DEBIT_CARD,2316.15,,
DEBIT,12/26/2025,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-106.99,ACH_DEBIT,2496.34,,
DEBIT,12/26/2025,"Online Transfer to CHK ...4072 transaction#: 27474467209 12/26",-877.65,ACCT_XFER,2603.33,,
DEBIT,12/26/2025,"Online Transfer to CHK ...0459 transaction#: 27468992077 12/26",-877.65,ACCT_XFER,3480.98,,
DEBIT,12/26/2025,"APPLE.COM/BILL 866-712-7753 CA               12/26",-10.69,DEBIT_CARD,4358.63,,
DEBIT,12/26/2025,"PENNSYLVANIA-AME PAYMENT                    PPD ID: 7251008096",-203.63,ACH_DEBIT,4369.32,,
DEBIT,12/26/2025,"Kindle Svcs*IC55A4R93 888-802-3080 WA        12/25",-7.41,DEBIT_CARD,4572.95,,
DEBIT,12/26/2025,"BJS WHOLESALE #388 BRIDGEVILLE PA            12/24",-75.81,DEBIT_CARD,4580.36,,
DEBIT,12/26/2025,"GIANT EAGLE #1241 BRIDGEVILLE PA             12/24",-375.31,DEBIT_CARD,4656.17,,
DEBIT,12/26/2025,"COSTCO WHSE #0332 PITTSBURGH PA              12/24",-5.95,DEBIT_CARD,5031.48,,
DEBIT,12/26/2025,"COSTCO WHSE #0332 PITTSBURGH PA              12/24",-274.26,DEBIT_CARD,5037.43,,
DEBIT,12/26/2025,"CANON HILL VETERINARY 724-7460128 PA         12/24",-410.00,DEBIT_CARD,5311.69,,
DEBIT,12/26/2025,"ROBINSON ANIMAL HOSPI MCKEES ROCKS PA        12/23",-30.80,DEBIT_CARD,5721.69,,
CREDIT,12/26/2025,"Online Transfer from CHK ...0459 transaction#: 27469076321",33.00,ACCT_XFER,5752.49,,
DEBIT,12/24/2025,"SOUTH FAYETTE MA PAYMENTS   0001006617.2    WEB ID: 1251250775",-144.20,ACH_DEBIT,5719.49,,
DEBIT,12/24/2025,"EARNEST NRI MO   AUTOPAY                    PPD ID: H431261525",-753.49,ACH_DEBIT,5863.69,,
DEBIT,12/24/2025,"SALLY BEAUTY #0493 BRIDGEVILLE PA            12/23",-95.16,DEBIT_CARD,6617.18,,
DEBIT,12/24/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/23",-33.00,DEBIT_CARD,6712.34,,
DEBIT,12/24/2025,"LOWES #02417* CARNEGIE PA                    12/23",-137.93,DEBIT_CARD,6745.34,,
DEBIT,12/23/2025,"CVS/PHARMACY #03 03999 CARNEGIE PA   664226  12/23",-33.56,DEBIT_CARD,6883.27,,
DEBIT,12/23/2025,"PAYPAL           INST XFER  ADOBE INC ADOBE WEB ID: PAYPALSI77",-42.39,ACH_DEBIT,6916.83,,
DEBIT,12/23/2025,"ATT              PAYMENT                    PPD ID: 9864031004",-344.78,MISC_DEBIT,6959.22,,
DEBIT,12/23/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/22",-33.00,DEBIT_CARD,7304.00,,
DEBIT,12/23/2025,"APPLE.COM/BILL 866-712-7753 CA               12/22",-5.34,DEBIT_CARD,7337.00,,
DEBIT,12/23/2025,"APPLE.COM/BILL 866-712-7753 CA               12/22",-21.39,DEBIT_CARD,7342.34,,
DEBIT,12/23/2025,"APPLE.COM/BILL 866-712-7753 CA               12/22",-53.49,DEBIT_CARD,7363.73,,
CREDIT,12/23/2025,"Online Transfer from CHK ...0459 transaction#: 27434355560",66.00,ACCT_XFER,7417.22,,
CREDIT,12/22/2025,"INTEREST PAYMENT",0.09,MISC_CREDIT,7351.22,,
DEBIT,12/22/2025,"WITHDRAWAL 12/22",-1960.00,MISC_DEBIT,7351.13,,
DEBIT,12/22/2025,"SP A SWEET MORSEL CO 172-46813865 PA         12/22",-134.91,DEBIT_CARD,9311.13,,
DEBIT,12/22/2025,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-152.49,ACH_DEBIT,9446.04,,
DEBIT,12/22/2025,"SQ *TWELVE27 SALON Pittsburgh PA             12/21",-525.00,DEBIT_CARD,9598.53,,
DEBIT,12/22/2025,"APPLE.COM/BILL 866-712-7753 CA               12/21",-5.34,DEBIT_CARD,10123.53,,
DEBIT,12/22/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/20",-33.00,DEBIT_CARD,10128.87,,
DEBIT,12/22/2025,"TARGET T-2787 PITTSBURGH PA                  12/20",-26.74,DEBIT_CARD,10161.87,,
DEBIT,12/22/2025,"SQ *FLAMERS Pittsburgh PA                    12/20",-11.49,DEBIT_CARD,10188.61,,
DEBIT,12/22/2025,"HOT TOPIC 0495 PITTSBURGH PA                 12/20",-92.15,DEBIT_CARD,10200.10,,
DEBIT,12/22/2025,"SQ *FLAMERS Pittsburgh PA                    12/20",-19.75,DEBIT_CARD,10292.25,,
DEBIT,12/22/2025,"MINISO SOUTH HILLS VILL PITTSBURGH PA        12/20",-79.10,DEBIT_CARD,10312.00,,
DEBIT,12/22/2025,"ELECTRIFY AMERICA 833-6322778 VA             12/20",-8.40,DEBIT_CARD,10391.10,,
DEBIT,12/22/2025,"PEOPLES NATURAL  GAS BILL                   PPD ID: 9849096001",-188.12,ACH_DEBIT,10399.50,,
DEBIT,12/22/2025,"ADVS ED SERV PPD STUDNTLOAN                 PPD ID: 9102001101",-660.76,ACH_DEBIT,10587.62,,
DEBIT,12/22/2025,"CHEWY.COM 786-320-7111 FL                    12/21",-59.96,DEBIT_CARD,11248.38,,
DEBIT,12/22/2025,"APPLE.COM/BILL 866-712-7753 CA               12/20",-53.49,DEBIT_CARD,11308.34,,
DEBIT,12/22/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/19",-33.00,DEBIT_CARD,11361.83,,
DEBIT,12/22/2025,"BJ'S FUEL #9388 BRIDGEVILLE PA               12/19",-86.60,DEBIT_CARD,11394.83,,
DEBIT,12/22/2025,"JFI*PREMIER MARTIAL AR justifi.ai PA         12/19",-80.24,DEBIT_CARD,11481.43,,
DEBIT,12/22/2025,"AMAZON MKTPL*830UA9U Amzn.com/bill WA        12/20",-27.76,DEBIT_CARD,11561.67,,
CREDIT,12/22/2025,"Online Transfer from CHK ...0459 transaction#: 27402187883",33.00,ACCT_XFER,11589.43,,
DEBIT,12/19/2025,"PAYPAL           INST XFER  ETSY INC        WEB ID: PAYPALSI77",-37.83,ACH_DEBIT,11556.43,,
DEBIT,12/19/2025,"NON-CHASE ATM WITHDRAW               328576  12/19160 MILLE",-38.50,ATM,11594.26,,
DEBIT,12/19/2025,"NETFLIX.COM NETFLIX.COM CA                   12/19",-26.74,DEBIT_CARD,11632.76,,
DEBIT,12/19/2025,"Kindle Svcs*WD71947S3 888-802-3080 WA        12/18",-7.41,DEBIT_CARD,11659.50,,
DEBIT,12/19/2025,"IKEA PITTSBURGH PITTSBURGH PA                12/18",-74.86,DEBIT_CARD,11666.91,,
DEBIT,12/19/2025,"SQ *CHOCOLATE BOUTIQUE Pittsburgh PA         12/18",-49.98,DEBIT_CARD,11741.77,,
DEBIT,12/19/2025,"DUNKIN #356242 412-321-0313 PA               12/18",-9.47,DEBIT_CARD,11791.75,,
DEBIT,12/19/2025,"DUNKIN #356242 412-321-0313 PA               12/18",-11.05,DEBIT_CARD,11801.22,,
DEBIT,12/19/2025,"AMAZON MKTPL*P255D9Y Amzn.com/bill WA        12/18",-211.99,DEBIT_CARD,11812.27,,
DEBIT,12/19/2025,"AMAZON MKTPL*5848F1V Amzn.com/bill WA        12/18",-80.55,DEBIT_CARD,12024.26,,
CREDIT,12/19/2025,"Online Transfer from CHK ...0459 transaction#: 27387767110",33.00,ACCT_XFER,12104.81,,
CREDIT,12/19/2025,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",1755.30,ACH_CREDIT,12071.81,,
CREDIT,12/19/2025,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",5034.28,ACH_CREDIT,10316.51,,
DEBIT,12/18/2025,"MARKET DISTRICT #0014 BETHEL PARK PA         12/18",-273.40,DEBIT_CARD,5282.23,,
DEBIT,12/18/2025,"TARGET T-2787 PITTSBURGH PA                  12/18",-201.35,DEBIT_CARD,5555.63,,
DEBIT,12/18/2025,"PORTMAN FARMS INC BRIDGEVILLE PA             12/17",-58.58,DEBIT_CARD,5756.98,,
DEBIT,12/18/2025,"DUNKIN' MOBILE 800-447-0013 MA               12/17",-25.00,DEBIT_CARD,5815.56,,
DEBIT,12/17/2025,"BJS WHOLESALE #3 4000 BRIDGEVILLE PA 049352  12/17",-422.00,DEBIT_CARD,5840.56,,
DEBIT,12/17/2025,"PPC PAINTS 9785 CARNEGIE PA          551105  12/17",-238.64,DEBIT_CARD,6262.56,,
DEBIT,12/17/2025,"CONNECTED HEALTH WWW.CONNECTED PA            12/17",-477.00,DEBIT_CARD,6501.20,,
DEBIT,12/17/2025,"Amazon.com*FY0D12AX3 Amzn.com/bill WA        12/17",-59.36,DEBIT_CARD,6978.20,,
DEBIT,12/17/2025,"APPLE.COM/BILL 866-712-7753 CA               12/16",-21.39,DEBIT_CARD,7037.56,,
DEBIT,12/17/2025,"LOWES #00907* 866-483-7521 NC                12/16",-24.05,DEBIT_CARD,7058.95,,
CREDIT,12/17/2025,"Online Transfer from CHK ...0459 transaction#: 27364885462",20.00,ACCT_XFER,7083.00,,
DEBIT,12/16/2025,"HOMEGOODS #0524 PITTSBURGH PA                12/16",-28.86,DEBIT_CARD,7063.00,,
DEBIT,12/16/2025,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-21.39,ACH_DEBIT,7091.86,,
DEBIT,12/16/2025,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-60.00,ACH_DEBIT,7113.25,,
DEBIT,12/16/2025,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-140.00,ACH_DEBIT,7173.25,,
DEBIT,12/16/2025,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-200.00,ACH_DEBIT,7313.25,,
DEBIT,12/16/2025,"BJS WHOLESALE #3 4000 BRIDGEVILLE PA 296397  12/16",-85.49,DEBIT_CARD,7513.25,,
DEBIT,12/16/2025,"APPLE.COM/BILL 866-712-7753 CA               12/16",-8.55,DEBIT_CARD,7598.74,,
DEBIT,12/16/2025,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-132.00,ACH_DEBIT,7607.29,,
DEBIT,12/16/2025,"AMAZON MKTPL*4P5XP6Z Amzn.com/bill WA        12/16",-10.59,DEBIT_CARD,7739.29,,
DEBIT,12/16/2025,"Kindle Svcs*593O78JM3 888-802-3080 WA        12/16",-2.11,DEBIT_CARD,7749.88,,
DEBIT,12/16/2025,"BJS WHOLESALE #388 BRIDGEVILLE PA            12/15",-126.89,DEBIT_CARD,7751.99,,
DEBIT,12/16/2025,"TEXAS ROADHOUSE #2293 O olo.com PA           12/15",-147.30,DEBIT_CARD,7878.88,,
DEBIT,12/16/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/15",-33.00,DEBIT_CARD,8026.18,,
DEBIT,12/16/2025,"DROPBOX FAX ONE TIME HELLOSIGN.COM CA        12/15",-1.05,DEBIT_CARD,8059.18,,
DEBIT,12/16/2025,"DUNKIN #356242 412-321-0313 PA               12/15",-40.54,DEBIT_CARD,8060.23,,
DEBIT,12/16/2025,"WWW.CVS.COM 888-607-4287 RI                  12/15",-6.41,DEBIT_CARD,8100.77,,
DEBIT,12/16/2025,"AMAZON MKTPL*A836M67 Amzn.com/bill WA        12/15",-20.13,DEBIT_CARD,8107.18,,
DEBIT,12/16/2025,"AMAZON MKTPL*NP32S2O Amzn.com/bill WA        12/15",-5.30,DEBIT_CARD,8127.31,,
DEBIT,12/16/2025,"AMAZON MKTPL*OR2GB33 Amzn.com/bill WA        12/15",-14.84,DEBIT_CARD,8132.61,,
DEBIT,12/16/2025,"AMAZON MKTPL*2L6V12R Amzn.com/bill WA        12/16",-42.88,DEBIT_CARD,8147.45,,
DEBIT,12/15/2025,"NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",-2100.13,ACH_DEBIT,8190.33,,
DEBIT,12/15/2025,"SOERGEL GREENHOUSES WEXFORD PA               12/15",-315.69,DEBIT_CARD,10290.46,,
DEBIT,12/15/2025,"WWW.CVS.COM 888-607-4287 RI                  12/14",-25.64,DEBIT_CARD,10606.15,,
DEBIT,12/15/2025,"APPLE.COM/BILL 866-712-7753 CA               12/14",-7.48,DEBIT_CARD,10631.79,,
DEBIT,12/15/2025,"Kindle Svcs*7G7F83WE3 888-802-3080 WA        12/14",-7.41,DEBIT_CARD,10639.27,,
DEBIT,12/15/2025,"APPLE.COM/BILL 866-712-7753 CA               12/14",-21.04,DEBIT_CARD,10646.68,,
DEBIT,12/15/2025,"TARGET.COM BROOKLYN PARK MN                  12/13",-10.81,DEBIT_CARD,10667.72,,
DEBIT,12/15/2025,"BJS.COM EXP 800-257-2582 MA                  12/13",-138.74,DEBIT_CARD,10678.53,,
DEBIT,12/15/2025,"EXPRESS WASH CONCEPTS BRIDGEVILLE PA         12/13",-42.80,DEBIT_CARD,10817.27,,
DEBIT,12/15/2025,"TARGET.COM BROOKLYN PARK MN                  12/12",-54.04,DEBIT_CARD,10860.07,,
DEBIT,12/15/2025,"AMAZON MKTPL*C11OY7D Amzn.com/bill WA        12/13",-49.75,DEBIT_CARD,10914.11,,
DEBIT,12/15/2025,"CONNECT BY AMFAM AUTO 800-535-2001 WI        12/13",-322.60,DEBIT_CARD,10963.86,,
DEBIT,12/15/2025,"GOOGLE *YouTubePremi g.co/helppay# CA        12/12",-24.60,DEBIT_CARD,11286.46,,
DEBIT,12/15/2025,"APPLE.COM/BILL 866-712-7753 CA               12/12",-3.20,DEBIT_CARD,11311.06,,
DEBIT,12/15/2025,"AMAZON MKTPL*P30HZ02 Amzn.com/bill WA        12/12",-50.35,DEBIT_CARD,11314.26,,
DEBIT,12/15/2025,"AMAZON MKTPL*0G09X1A Amzn.com/bill WA        12/12",-29.20,DEBIT_CARD,11364.61,,
CREDIT,12/15/2025,"Online Transfer from CHK ...0459 transaction#: 27335199628",33.00,ACCT_XFER,11393.81,,
CREDIT,12/15/2025,"Online Transfer from CHK ...0459 transaction#: 27334892318",42.80,ACCT_XFER,11360.81,,
CREDIT,12/15/2025,"Online Transfer from CHK ...0459 transaction#: 27334946594",58.86,ACCT_XFER,11318.01,,
DEBIT,12/12/2025,"PAYPAL           INST XFER  GRP SITE        WEB ID: PAYPALSI77",-460.44,ACH_DEBIT,11259.15,,
DEBIT,12/12/2025,"TARGET T-2787 PITTSBURGH PA                  12/12",-407.16,DEBIT_CARD,11719.59,,
DEBIT,12/12/2025,"MICROSOFT*REALMS JAV MICROSOFT.COM WA        12/12",-8.55,DEBIT_CARD,12126.75,,
DEBIT,12/12/2025,"MICROSOFT*REALMS JAVA MSBILL.INFO WA         12/12",-8.55,DEBIT_CARD,12135.30,,
DEBIT,12/12/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/11",-33.00,DEBIT_CARD,12143.85,,
DEBIT,12/12/2025,"CANON HILL VETERINARY 724-7460128 PA         12/11",-70.00,DEBIT_CARD,12176.85,,
DEBIT,12/12/2025,"CANON HILL VETERINARY 724-7460128 PA         12/11",-519.00,DEBIT_CARD,12246.85,,
DEBIT,12/12/2025,"DNH*GODADDY 480-505-8855 AZ                  12/11",-52.98,DEBIT_CARD,12765.85,,
CREDIT,12/12/2025,"Online Transfer from CHK ...0459 transaction#: 27304476080",23.30,ACCT_XFER,12818.83,,
CREDIT,12/12/2025,"Online Transfer from CHK ...0459 transaction#: 27304464389",30.00,ACCT_XFER,12795.53,,
DEBIT,12/11/2025,"CONNECTED HEALTH WWW.CONNECTED PA            12/11",-240.00,DEBIT_CARD,12765.53,,
DEBIT,12/11/2025,"Amazon.com*FP43B00Y3 AMZN.COM/BILL WA        12/11",-69.99,DEBIT_CARD,13005.53,,
DEBIT,12/11/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/10",-64.75,DEBIT_CARD,13075.52,,
DEBIT,12/11/2025,"SQ *CHOCOLATE BOUTIQUE Pittsburgh PA         12/10",-70.37,DEBIT_CARD,13140.27,,
DEBIT,12/11/2025,"SEPHORA SOUTH HILLS VI PITTSBURGH PA         12/10",-86.89,DEBIT_CARD,13210.64,,
DEBIT,12/11/2025,"KITTRIDGE DERMATOLOGY 412-3470947 PA         12/10",-400.00,DEBIT_CARD,13297.53,,
DEBIT,12/11/2025,"ROBINSON ANIMAL HOSPI MCKEES ROCKS PA        12/09",-215.40,DEBIT_CARD,13697.53,,
DEBIT,12/10/2025,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-21.38,ACH_DEBIT,13912.93,,
DEBIT,12/10/2025,"TARGET T-2787 PITTSBURGH PA                  12/10",-67.11,DEBIT_CARD,13934.31,,
DEBIT,12/10/2025,"VICTORIA'S SECRET 0028 PITTSBURGH PA 989148  12/10",-296.24,DEBIT_CARD,14001.42,,
DEBIT,12/10/2025,"APPLE.COM/BILL 866-712-7753 CA               12/10",-12.83,DEBIT_CARD,14297.66,,
DEBIT,12/10/2025,"APPLE.COM/BILL 866-712-7753 CA               12/10",-10.68,DEBIT_CARD,14310.49,,
DEBIT,12/10/2025,"BJ'S FUEL #9388 BRIDGEVILLE PA               12/09",-81.84,DEBIT_CARD,14321.17,,
DEBIT,12/10/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/09",-33.00,DEBIT_CARD,14403.01,,
DEBIT,12/09/2025,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-64.19,ACH_DEBIT,14436.01,,
DEBIT,12/09/2025,"Online Transfer to CHK ...0459 transaction#: 27266241728 12/09",-500.00,ACCT_XFER,14500.20,,
DEBIT,12/09/2025,"COMCAST-XFINITY  CABLE SVCS                 PPD ID: 0000213249",-40.00,ACH_DEBIT,15000.20,,
DEBIT,12/09/2025,"SOLAR SERVICING  SURE PAY                   PPD ID: CSCSM67178",-220.80,ACH_DEBIT,15040.20,,
DEBIT,12/09/2025,"BJS WHOLESALE #388 BRIDGEVILLE PA            12/08",-162.32,DEBIT_CARD,15261.00,,
DEBIT,12/09/2025,"GRIMSTUDIO* TICKETS- WWW.GRIMOIREA MA        12/08",-41.67,DEBIT_CARD,15423.32,,
DEBIT,12/08/2025,"Online Payment 26859994581 To Washington Financial Bank 12/08",-6345.06,BILLPAY,15464.99,,
DEBIT,12/08/2025,"BMWFINANCIAL SVS BMWFS PYMT                 PPD ID: 1222568977",-760.30,ACH_DEBIT,21810.05,,
DEBIT,12/08/2025,"GM Financial     GMF Pymt                   PPD ID: I522190781",-1487.10,ACH_DEBIT,22570.35,,
DEBIT,12/08/2025,"APPLE.COM/BILL 866-712-7753 CA               12/07",-10.69,DEBIT_CARD,24057.45,,
DEBIT,12/08/2025,"CHEWY.COM 786-320-7111 FL                    12/07",-59.96,DEBIT_CARD,24068.14,,
DEBIT,12/08/2025,"APPLE.COM/BILL 866-712-7753 CA               12/07",-32.09,DEBIT_CARD,24128.10,,
DEBIT,12/08/2025,"APPLE.COM/BILL 866-712-7753 CA               12/07",-106.99,DEBIT_CARD,24160.19,,
DEBIT,12/08/2025,"APPLE.COM/BILL 866-712-7753 CA               12/07",-106.99,DEBIT_CARD,24267.18,,
DEBIT,12/08/2025,"CARNEGIE SCIENCE CENTER PITTSBURGH PA        12/06",-6.00,DEBIT_CARD,24374.17,,
DEBIT,12/08/2025,"APPLE.COM/BILL 866-712-7753 CA               12/06",-5.34,DEBIT_CARD,24380.17,,
DEBIT,12/08/2025,"APPLE.COM/BILL 866-712-7753 CA               12/06",-16.04,DEBIT_CARD,24385.51,,
DEBIT,12/08/2025,"APPLE.COM/BILL 866-712-7753 CA               12/06",-53.49,DEBIT_CARD,24401.55,,
DEBIT,12/08/2025,"DUNKIN #356242 412-321-0313 PA               12/06",-17.37,DEBIT_CARD,24455.04,,
DEBIT,12/08/2025,"Prime Video *BI8R37WL 888-802-3080 WA        12/06",-6.35,DEBIT_CARD,24472.41,,
DEBIT,12/08/2025,"WOOFLES PREMIER PET R 412-249-8201 PA        12/05",-33.00,DEBIT_CARD,24478.76,,
DEBIT,12/08/2025,"AMAZON MKTPL*BI9BK1S Amzn.com/bill WA        12/06",-25.43,DEBIT_CARD,24511.76,,
DEBIT,12/08/2025,"AMAZON MKTPL*IZ02O3W Amzn.com/bill WA        12/06",-36.48,DEBIT_CARD,24537.19,,
DEBIT,12/08/2025,"CONVENTION CTR GARAGE PITTSBURGH PA          12/05",-15.00,DEBIT_CARD,24573.67,,
DEBIT,12/08/2025,"LEVY@ 2DAVID L LAWRENC PITTSBURGH PA         12/05",-12.96,DEBIT_CARD,24588.67,,
DEBIT,12/08/2025,"SQ *LITTLE JOY GALLERY Pittsburgh PA         12/05",-56.65,DEBIT_CARD,24601.63,,
DEBIT,12/08/2025,"SP BECAUSE SCIENCE 120-22481366 MD           12/05",-57.24,DEBIT_CARD,24658.28,,
DEBIT,12/08/2025,"LEVY@ 2DAVID L LAWRENC PITTSBURGH PA         12/05",-9.78,DEBIT_CARD,24715.52,,
DEBIT,12/08/2025,"DUNKIN' MOBILE 800-447-0013 MA               12/05",-10.00,DEBIT_CARD,24725.30,,
DEBIT,12/08/2025,"AMAZON MKTPL*BI2W87U Amzn.com/bill WA        12/05",-72.06,DEBIT_CARD,24735.30,,
DEBIT,12/08/2025,"ROBINSON ANIMAL HOSPI MCKEES ROCKS PA        12/04",-55.40,DEBIT_CARD,24807.36,,
CREDIT,12/08/2025,"SCHWAB BANK      P2P        ADAM BURSEY     WEB ID: 3615220001",9.00,ACH_CREDIT,24862.76,,
DEBIT,12/05/2025,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-64.19,ACH_DEBIT,24853.76,,
DEBIT,12/05/2025,"JFI*PREMIER MARTIAL AR justifi.ai PA         12/05",-194.00,DEBIT_CARD,24917.95,,
DEBIT,12/05/2025,"APPLE.COM/BILL 866-712-7753 CA               12/05",-1.06,DEBIT_CARD,25111.95,,
DEBIT,12/05/2025,"APPLE.COM/BILL 866-712-7753 CA               12/05",-5.34,DEBIT_CARD,25113.01,,
